Program_Combo,ID,Count
"A40100 - Architectural Technology, C40100C1 - Architectural TechnologyArchitectural Engineering Const Cert, C40100C2 - Architectural Technology/Green/Sustainable Arch Cert., C40100C4 - Architectural Technology/Building Info Modeling Tech Cert","[334489.0, 732491.0, 2485171.0, 2603664.0, 2648103.0, 2762257.0, 2768604.0, 2781441.0, 2849169.0, 2870534.0, 2893518.0, 2911747.0, 2940311.0, 2942462.0, 2974176.0, 2981990.0, 2982707.0, 2984790.0, 2985967.0, 2995564.0, 3001162.0, 3005404.0, 3005448.0, 3005863.0, 3007716.0, 3008590.0, 3008689.0, 3009607.0, 3010248.0, 3010283.0, 3010328.0]",31
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert","[107431.0, 696060.0, 770778.0, 1227062.0, 1302944.0, 2549085.0, 2568593.0, 2600273.0, 2688810.0, 2689137.0, 2692853.0, 2737929.0, 2743386.0, 2825540.0, 2826732.0, 2837036.0, 2843649.0, 2848307.0, 2892281.0, 2893845.0, 2901215.0, 2901943.0, 2915679.0, 2933187.0, 2950087.0, 2951708.0, 2961631.0, 2966775.0, 2989206.0]",29
"A25120H - Business Administration /Human Resources Management, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert","[219381.0, 924031.0, 2373431.0, 2534943.0, 2546044.0, 2584285.0, 2679470.0, 2751775.0, 2841155.0, 2851695.0, 2855279.0, 2859372.0, 2866531.0, 2882458.0, 2889651.0, 2905799.0, 2907238.0, 2923278.0, 2925316.0, 2936651.0, 2937040.0, 2950511.0, 2962718.0, 2969874.0, 2984825.0, 2990053.0, 2992474.0]",27
"A10300 - Associate in General Education, A1030N - Associate in General Education-Nursing","[2542251.0, 2631889.0, 2665955.0, 2699636.0, 2709037.0, 2746177.0, 2755766.0, 2818672.0, 2822130.0, 2873303.0, 2886237.0, 2893105.0, 2893969.0, 2895221.0, 2898031.0, 2908061.0, 2926321.0, 2931756.0, 2963599.0, 2966665.0, 2966916.0, 2972788.0, 2981823.0, 2983927.0, 2996882.0, 2997009.0]",26
"A10100 - Associate in Arts, A1030N - Associate in General Education-Nursing","[2494339.0, 2512305.0, 2521316.0, 2630582.0, 2782908.0, 2844071.0, 2844992.0, 2851140.0, 2881450.0, 2902893.0, 2904829.0, 2906476.0, 2930417.0, 2956006.0, 2957344.0, 2966880.0, 2968881.0, 2971342.0, 2972953.0, 2978009.0, 2990031.0, 2992181.0, 2993606.0, 3007408.0, 3010446.0]",25
"A60160 - Automotive Systems Technology, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert","[103842.0, 2689441.0, 2734696.0, 2755692.0, 2779804.0, 2840684.0, 2871900.0, 2873523.0, 2946401.0, 2947181.0, 2952465.0, 2955359.0, 2976437.0, 2979267.0, 2981718.0, 2981764.0, 2984575.0, 2985886.0, 2986737.0, 2986916.0, 2996473.0, 2997351.0, 3000426.0, 3002206.0, 3003826.0]",25
"A55180 - Criminal Justice Technology, A5518C - Criminal Justice Technology Forensic Science, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert, C5518CC1 - Criminal Justice Technology Forensic Science Certificate","[293130.0, 444739.0, 2539663.0, 2687502.0, 2717594.0, 2725860.0, 2849165.0, 2896155.0, 2900398.0, 2912564.0, 2923352.0, 2924883.0, 2928603.0, 2928983.0, 2932986.0, 2945044.0, 2945253.0, 2946514.0, 2958986.0, 2959753.0, 2969363.0, 2969660.0, 2987176.0, 2990706.0, 2994705.0]",25
"A55220B - Early Childhood Education/B-K Licensure Transfer, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55850 - Early Childhood Administration, C55860 - Early Childhood Preschool","[106881.0, 887718.0, 888494.0, 1303613.0, 1416132.0, 2474643.0, 2499964.0, 2500590.0, 2551038.0, 2598933.0, 2653733.0, 2769170.0, 2779341.0, 2802042.0, 2828327.0, 2873675.0, 2875093.0, 2891312.0, 2937173.0, 2959625.0, 2961250.0, 2961511.0, 2963334.0, 2985181.0, 2985537.0]",25
"A25110 - Hospitality Management, C25110C2 - Hospitality Management/Event Planning Certificate, C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate, C25110C4 - Hospitality Management/Restaurant Management Certificate","[961437.0, 1000926.0, 1416131.0, 2475766.0, 2501141.0, 2613843.0, 2656974.0, 2693189.0, 2708341.0, 2739102.0, 2780313.0, 2835814.0, 2877967.0, 2883802.0, 2925438.0, 2929865.0, 2930908.0, 2951919.0, 2957579.0, 2965450.0, 2969802.0, 2972457.0, 2978949.0, 2993946.0, 2997214.0]",25
"A25620T - Supply Chain Management/Truck Operations Management, C25620C2 - Supply Chain Management/Trucking Logistics Foundations Cert","[1304253.0, 2499643.0, 2555884.0, 2564631.0, 2568061.0, 2582017.0, 2608044.0, 2694466.0, 2736874.0, 2744777.0, 2752620.0, 2770849.0, 2841250.0, 2843059.0, 2927429.0, 2930710.0, 2943843.0, 2962016.0, 2976585.0, 2985871.0, 2988336.0, 2996940.0, 3016006.0, 3018657.0, 3019072.0]",25
"C25120C11 - Business Administration/Small Business Operations Cert, C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert","[144870.0, 297104.0, 845357.0, 1071126.0, 2503966.0, 2542420.0, 2564267.0, 2569753.0, 2576601.0, 2599864.0, 2682819.0, 2765233.0, 2808747.0, 2821683.0, 2825148.0, 2826142.0, 2848212.0, 2854661.0, 2917906.0, 2918989.0, 2923224.0, 2929960.0, 2941908.0, 2969193.0]",24
"A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate","[593003.0, 1002356.0, 2486856.0, 2493643.0, 2500635.0, 2588394.0, 2590276.0, 2626966.0, 2791305.0, 2837248.0, 2889927.0, 2918395.0, 2924854.0, 2937228.0, 2942562.0, 2950141.0, 2970556.0, 2982557.0, 2983271.0, 2983958.0, 2984970.0, 2987501.0, 2989512.0]",23
"A25310M - Medical Office Administration/Medical Office Professional, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C6 - Medical Office Administration/Electronic Billing Spec Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert","[446015.0, 1113124.0, 1226997.0, 2526620.0, 2658034.0, 2695457.0, 2715543.0, 2765010.0, 2790102.0, 2821129.0, 2831830.0, 2844043.0, 2878645.0, 2881083.0, 2924412.0, 2935835.0, 2965837.0, 2973261.0, 2973726.0, 2981634.0, 2983534.0, 2987761.0, 2990349.0]",23
"A40100 - Architectural Technology, C40100C1 - Architectural TechnologyArchitectural Engineering Const Cert, C40100C2 - Architectural Technology/Green/Sustainable Arch Cert.","[142710.0, 2598176.0, 2607331.0, 2664995.0, 2770857.0, 2784486.0, 2824815.0, 2864063.0, 2917932.0, 2935232.0, 2959685.0, 2963815.0, 2968149.0, 2971026.0, 2977948.0, 2987260.0, 2987664.0, 2987798.0, 2988295.0, 2991017.0, 3018398.0]",21
"C35130C3 - Electrical Systems Technology/Basic Residential Wiring Cert, D35130 - Electrical System Technology Diploma","[1496319.0, 2533170.0, 2602441.0, 2614734.0, 2756895.0, 2764753.0, 2860815.0, 2908499.0, 2964314.0, 2983580.0, 2984055.0, 2994779.0, 2999469.0, 2999854.0, 3000185.0, 3002385.0, 3004063.0, 3007520.0, 3009561.0, 3012294.0, 3017092.0]",21
"A10300 - Associate in General Education, A10400 - Associate in Science","[2535277.0, 2551707.0, 2625448.0, 2801759.0, 2809627.0, 2824174.0, 2861826.0, 2867930.0, 2892282.0, 2897807.0, 2910225.0, 2935716.0, 2943717.0, 2962847.0, 2963497.0, 2985857.0, 2987558.0, 2988741.0, 2994291.0, 2998578.0, 3008867.0]",21
"A50210 - Computer-Integrated Machining, C50210C1 - Computer-Integrated Machining/Basic Machining Certificate","[1455786.0, 2478759.0, 2597856.0, 2622289.0, 2812559.0, 2832648.0, 2934932.0, 2947972.0, 2949203.0, 2960895.0, 2976726.0, 2985440.0, 2994041.0, 2999778.0, 3005014.0, 3007237.0, 3008092.0, 3009475.0, 3010765.0, 3018625.0]",20
"A10100 - Associate in Arts, A25120G - Business Administration /General Business Administration, C25120C10 - Business Administration /Business Foundations Certificate","[2643117.0, 2831863.0, 2859434.0, 2917293.0, 2943751.0, 2947508.0, 2953603.0, 2964996.0, 2975188.0, 2982977.0, 2992672.0, 2994148.0, 2997457.0, 3000532.0, 3001569.0, 3005122.0, 3006731.0, 3010282.0, 3014516.0, 3018634.0]",20
"A25590A - Information Technology/Network Administration, C25590C12 - Information Technology/Microsoft Networking Certificate, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C8 - Information Technology/Cisco Networking Certificate, C25590C9 - Information Technology/Computer Technologies Certificate","[218001.0, 1262597.0, 2615146.0, 2769511.0, 2842536.0, 2845623.0, 2854110.0, 2890801.0, 2928406.0, 2929419.0, 2956135.0, 2958340.0, 2965039.0, 2967258.0, 2987117.0, 2996799.0, 3009157.0, 3010091.0, 3010922.0, 3014752.0]",20
"A35130 - Electrical Systems Technology, C35130C1 - Electrical Systems Technology/Basic Elec Motors & Cont & Plc","[449434.0, 1341855.0, 2551710.0, 2638950.0, 2646785.0, 2663500.0, 2778349.0, 2802001.0, 2854776.0, 2859216.0, 2897954.0, 2911704.0, 2930747.0, 2946560.0, 2950626.0, 2960551.0, 2962507.0, 2962845.0, 2967548.0]",19
"A10300HS - Associate in General Education/Human Service Technology, C55170 - Natural Hai Care Certificate","[1261073.0, 1382746.0, 2546908.0, 2611098.0, 2648361.0, 2761856.0, 2787556.0, 2843810.0, 2877427.0, 2911272.0, 2916360.0, 2928414.0, 2931333.0, 2940541.0, 2950910.0, 2982604.0, 2994831.0, 3008884.0, 3012998.0]",19
"A1030N - Associate in General Education-Nursing, A10400 - Associate in Science","[2711068.0, 2756161.0, 2757949.0, 2820634.0, 2856981.0, 2858091.0, 2889657.0, 2925656.0, 2945549.0, 2949423.0, 2950581.0, 2961683.0, 2963060.0, 2968908.0, 2993620.0, 2995581.0, 2995695.0, 3018402.0, 3019718.0]",19
"A25110 - Hospitality Management, C25110C2 - Hospitality Management/Event Planning Certificate, C25110C3 - Hospitality Management/Hotel & Lodging Mgt Certificate, C25110C4 - Hospitality Management/Restaurant Management Certificate, C25110C5 - Hospitality Management/Hospitality Foundations Certificate","[219034.0, 658980.0, 923156.0, 1111338.0, 1491081.0, 2552144.0, 2584472.0, 2587367.0, 2592880.0, 2748445.0, 2761863.0, 2925519.0, 2975845.0, 2976108.0, 2983532.0, 2998209.0, 3018266.0, 3021061.0]",18
"A10300 - Associate in General Education, A10300H - A10300H (SONOGRAPHY)","[2855481.0, 2897725.0, 2939061.0, 2971350.0, 2973543.0, 2976442.0, 2978770.0, 2993534.0, 2993577.0, 2993853.0, 2994620.0, 2999815.0, 3002308.0, 3006396.0, 3007258.0, 3010069.0, 3011260.0, 3012752.0]",18
"A25120M - Business Administration /Marketing, C25120C13 - Business Administration /E-Marketing Certificate, C25120C14 - Business Administration /Sales and Customer Service Cert","[332970.0, 2486648.0, 2560421.0, 2592318.0, 2737922.0, 2843001.0, 2878269.0, 2879146.0, 2887755.0, 2893405.0, 2900263.0, 2914942.0, 2939129.0, 2953798.0, 2957723.0, 2975986.0, 2976518.0, 2982820.0]",18
"C25120C22 - Business Administration /Leadership and Mgt Certificate, C25120C9 - Business Administration /Organizational Leadership Cert","[1113145.0, 1380229.0, 2504002.0, 2520114.0, 2557134.0, 2643927.0, 2847911.0, 2869234.0, 2871863.0, 2874970.0, 2900477.0, 2909237.0, 2923767.0, 2933924.0, 2950901.0, 2962306.0, 2983989.0]",17
"A25590D - Information Technology/Digital Media Technology, C25590C30 - Information Technology/Audio and Video Editing Certificate, C25590C4 - Information Technology/Digital Media Basics Certificate","[770949.0, 2486872.0, 2662827.0, 2726428.0, 2801639.0, 2850947.0, 2870971.0, 2896137.0, 2950872.0, 2995571.0, 2998041.0, 2999448.0, 3006342.0, 3009326.0, 3009947.0, 3014343.0, 3014764.0]",17
"A10300HS - Associate in General Education/Human Service Technology, C55400 - Manicuring/Nail Technology (Certificate)","[2634986.0, 2748112.0, 2807666.0, 2843278.0, 2908554.0, 2932188.0, 2936981.0, 2951023.0, 2968917.0, 2971135.0, 2973864.0, 2983707.0, 2990086.0, 2994640.0, 2995006.0, 2995396.0, 3009065.0]",17
"A10300 - Associate in General Education, A10300H - A10300H (RAD)","[292386.0, 620674.0, 2512961.0, 2753790.0, 2777820.0, 2851856.0, 2942529.0, 2949563.0, 2964360.0, 2981417.0, 2987926.0, 2992757.0, 2996642.0, 2997295.0, 2999521.0, 3016861.0]",16
"A25800A - Accounting and Finance/Accounting, C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate","[1699592.0, 2496740.0, 2503563.0, 2564852.0, 2709935.0, 2841012.0, 2932406.0, 2955069.0, 2972506.0, 2974272.0, 2974399.0, 2975216.0, 2980108.0, 2983410.0, 2984666.0, 2989007.0]",16
"C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert","[1073534.0, 1573489.0, 2204195.0, 2491595.0, 2682034.0, 2695376.0, 2777401.0, 2779704.0, 2785039.0, 2812496.0, 2866960.0, 2888806.0, 2898511.0, 2925624.0, 2938383.0, 2953649.0]",16
"A25800F - Accounting and Finance/Financial Services, C25800C6 - Accounting and Finance/Accounting Foundations Certificate, C25800C7 - Accounting and Finance/Consumer Financial Services Found Cer, C25800C8 - Accounting and Finance/Business Financial Services Cert","[2526458.0, 2574854.0, 2618199.0, 2642801.0, 2725086.0, 2779991.0, 2835821.0, 2881955.0, 2897855.0, 2943339.0, 2959588.0, 2966620.0, 2979873.0, 2983743.0, 2991144.0, 2995576.0]",16
"A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C2 - Medical Office Administration/Medical Coding Spec Cert","[373549.0, 1378951.0, 2496237.0, 2564758.0, 2567796.0, 2570059.0, 2778503.0, 2821076.0, 2870800.0, 2944513.0, 3001506.0, 3005499.0, 3012871.0, 3013279.0, 3015924.0, 3020556.0]",16
"A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert","[370398.0, 2516810.0, 2523805.0, 2541638.0, 2835995.0, 2847405.0, 2869743.0, 2870307.0, 2934167.0, 2947166.0, 2965915.0, 2974360.0, 2984830.0, 2987897.0, 2991364.0]",15
"C55240C2 - Fire Protection Technology/Fundamentals of Arson Certificate, C55240C3 - Fire Protection Technology/Fire Service Mgmt Certificate","[1188452.0, 2241790.0, 2489801.0, 2513242.0, 2527010.0, 2584481.0, 2666684.0, 2840223.0, 2939909.0, 2942522.0, 2957956.0, 2968569.0, 2968638.0, 2981987.0]",14
"A10400 - Associate in Science, A10500 - Associate in Engineering","[2729803.0, 2906771.0, 2916432.0, 2923382.0, 2952801.0, 2959801.0, 2960930.0, 2964133.0, 2965785.0, 2981796.0, 2983704.0, 2993763.0, 2994122.0, 2996597.0]",14
"C25310C2 - Medical Office Administration/Medical Coding Spec Cert, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert","[109337.0, 146060.0, 1111553.0, 1341800.0, 2483914.0, 2535421.0, 2598612.0, 2632069.0, 2660947.0, 2779748.0, 2790329.0, 2899526.0, 2948429.0, 2955383.0]",14
"A25590S - Information Technology/Systems Security & Analysis, C25590C17 - Information Technology/Cyber Security Operations Certificate, C25590C21 - Information Technology/Network Defense Spec Certificate","[110640.0, 2675874.0, 2781039.0, 2846612.0, 2942943.0, 2964008.0, 2965344.0, 2969194.0, 2972066.0, 2972251.0, 2988587.0, 2988634.0, 2998765.0, 3016039.0]",14
"A55480L - Public Safety Administration/Law Enforcement Services, C55120 - Basic Law Enforcement Training (Certificate)","[2614430.0, 2686647.0, 2842752.0, 2873655.0, 2906687.0, 2961563.0, 2964059.0, 2981201.0, 2995957.0, 3009092.0, 3014269.0, 3017817.0, 3018361.0]",13
"C25800C1 - Accounting and Finance/Payroll Accounting Certificate, C25800C2 - Accounting and Finance/Tax Preparer Certificate, C25800C3 - Accounting and Finance/Computerized Accounting Certificate, C25800C4 - Accounting and Finance/Small Business Accounting Certificate, C25800C5 - Accounting and Finance/Cost/Managerial Account Certificate, C25800C6 - Accounting and Finance/Accounting Foundations Certificate","[694284.0, 1909536.0, 2481020.0, 2529388.0, 2611332.0, 2747148.0, 2780170.0, 2824237.0, 2826228.0, 2928410.0, 2941215.0, 2956812.0, 2979269.0]",13
"C25590H3 - Information Technology/Haredware and Software Certificate, C25590H5 - Information Technology/Network Defense Specialist Cert","[2899268.0, 2962721.0, 2983655.0, 2983660.0, 2983668.0, 2983669.0, 2983721.0, 2984053.0, 2984056.0, 2985282.0, 2985295.0, 2985299.0, 2990514.0]",13
"C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert","[1149437.0, 2643486.0, 2768909.0, 2776773.0, 2825896.0, 2847801.0, 2860208.0, 2871474.0, 2888868.0, 2935785.0, 2937062.0, 2946641.0, 2949185.0]",13
"A10300H - A10300H (SONOGRAPHY), A10400 - Associate in Science","[2648453.0, 2840377.0, 2892367.0, 2902146.0, 2964169.0, 2972191.0, 2972343.0, 2973903.0, 2974745.0, 2982003.0, 2994932.0, 2995560.0, 3006514.0]",13
"C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert, D60160 - Automotive Systems Technology Diploma","[2549305.0, 2620206.0, 2827906.0, 2846192.0, 2853876.0, 2896922.0, 2897911.0, 2924876.0, 2959647.0, 2976722.0, 2991840.0, 3009161.0, 3019373.0]",13
"A25590U - Information Technology/Cloud Management, C25590C18 - Information Technology Basics Certificate, C25590C26 - Information Technology/Cisco Entry Networking Certificate, C25590C29 - Information Technology/Cloud Management Certificate, C25590C9 - Information Technology/Computer Technologies Certificate","[2624722.0, 2703530.0, 2866379.0, 2886135.0, 2905474.0, 2948192.0, 2962976.0, 2993372.0, 2995355.0, 3001337.0, 3004277.0, 3007553.0]",12
"A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55850 - Early Childhood Administration","[410453.0, 2437896.0, 2579477.0, 2627452.0, 2802789.0, 2941471.0, 2950594.0, 3007121.0, 3009746.0, 3011109.0, 3012123.0, 3015898.0]",12
"C55150C3 - Culinary Arts/Demi-Chef Certificate, C55150C4 - Culinary Arts/Food Service Fundamentals Certificate","[2483718.0, 2578469.0, 2588319.0, 2618471.0, 2761142.0, 2843486.0, 2854766.0, 2855943.0, 2868106.0, 2883804.0, 2911839.0, 2934001.0]",12
"A25120O - Business Administration /Operations Management, C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C16 - Business Administration /Project Leadership Certificate, C25120C23 - Business Administration/Operations Leadership Certificate","[2439668.0, 2780559.0, 2797011.0, 2843426.0, 2855075.0, 2895479.0, 2897499.0, 2901867.0, 2971049.0, 3006154.0, 3008500.0, 3013085.0]",12
"A25590A - Information Technology/Network Administration, A25590S - Information Technology/Systems Security & Analysis","[446371.0, 1192176.0, 2487538.0, 2898418.0, 2923442.0, 2924631.0, 2938399.0, 2940858.0, 2945944.0, 2963787.0, 2965395.0, 2973855.0]",12
"A10100 - Associate in Arts, A10300H - A10300H (SONOGRAPHY)","[2865012.0, 2897754.0, 2947932.0, 2971045.0, 2982261.0, 2984582.0, 2985606.0, 2986068.0, 2989158.0, 2990045.0, 3004902.0]",11
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C17 - Business Administration /Equal Opp & Emp Relations Cert, C25120C19 - Business Administration /Payroll & Benefits Specialist Cert","[330604.0, 407662.0, 882844.0, 2483847.0, 2697037.0, 2770520.0, 2779789.0, 2873685.0, 2891452.0, 2923119.0, 2925113.0]",11
"A25450A - Simulation and Game Development/3D Game Artist, C25450C1 - Simulation and Game Development/Sgd Basics Certificate, C25450C2 - Simulation and Game Development/Interactive 3D Certificate, C25450C4 - Simulation and Game Development/Sg Design Fund Cert, C25450C6 - Simulation and Game Development/3D Animation Certificate","[849409.0, 2942909.0, 2955270.0, 2960038.0, 2963018.0, 2982371.0, 2986848.0, 3000289.0, 3008512.0, 3009411.0, 3011318.0]",11
"A10300 - Associate in General Education, A10300H - A10300H (DH)","[2566386.0, 2571832.0, 2859093.0, 2860600.0, 2969971.0, 2977053.0, 2988416.0, 2994002.0, 2999769.0, 3003616.0, 3004383.0]",11
"A10100 - Associate in Arts, A10300H - A10300H (DH)","[2724197.0, 2736726.0, 2896527.0, 2954771.0, 2976668.0, 2980425.0, 2980965.0, 2986775.0, 2990699.0, 2991864.0, 2996555.0]",11
"A55220G - Early Childhood Education/General Early Childhood Education, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate)","[2499627.0, 2607690.0, 2673705.0, 2686715.0, 2765502.0, 2842383.0, 2865919.0, 2900541.0, 2923591.0, 2984823.0, 2986684.0]",11
"A10100 - Associate in Arts, A5518C - Criminal Justice Technology Forensic Science","[2947115.0, 2965180.0, 2965202.0, 2967549.0, 2983441.0, 2986923.0, 2986954.0, 2987320.0, 2988411.0, 2993989.0, 3002578.0]",11
"A25310C - Medical Office Administration/Med Billing, Coding, and Audit, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C8 - Medical Office Administration/Adv Coding and Auditing Cert","[479585.0, 1190769.0, 2505881.0, 2582322.0, 2677134.0, 2698985.0, 2711594.0, 2845992.0, 2893591.0, 2962114.0]",10
"C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert","[181984.0, 2590404.0, 2708687.0, 2837254.0, 2850787.0, 2895449.0, 2899069.0, 2930855.0, 2940108.0, 2961055.0]",10
"A55180 - Criminal Justice Technology, C55120 - Basic Law Enforcement Training (Certificate), C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert","[411074.0, 697760.0, 2845592.0, 2852204.0, 2882150.0, 2954522.0, 3003444.0, 3006463.0, 3009039.0, 3009647.0]",10
"C55120 - Basic Law Enforcement Training (Certificate), D55180 - Criminal Justice Technology/Policing Diploma","[411661.0, 881556.0, 2896988.0, 2970293.0, 2996085.0, 3005409.0, 3008996.0, 3012050.0, 3012254.0, 3017862.0]",10
"A55220G - Early Childhood Education/General Early Childhood Education, C55220C7 - Early Childhood Education/Special Education Certificate","[558461.0, 922962.0, 2495492.0, 2510970.0, 2624929.0, 2700153.0, 2866767.0, 2887485.0, 2905909.0, 2932721.0]",10
"A55220G - Early Childhood Education/General Early Childhood Education, C55220C3 - Early Childhood Education/Child Care Professional Certificat","[108349.0, 998579.0, 1110417.0, 2534571.0, 2737979.0, 2760194.0, 2942718.0, 2948692.0, 2961384.0, 2997898.0]",10
"A15240 - Horticulture Technology, C15240C1 - Horticulture Technology/Basic Landscape Maint Certificate, C15240C3 - Horticulture Technology/Viticulture Certificate","[2483453.0, 2485435.0, 2642586.0, 2702295.0, 2726967.0, 2778717.0, 2875706.0, 2967595.0, 3005649.0, 3010035.0]",10
"A10400 - Associate in Science, A25590C - Information Technology/Computer Programming & Development","[2849834.0, 2909075.0, 2933505.0, 2945965.0, 2953095.0, 2953739.0, 2974171.0, 2991574.0, 2999380.0, 3005598.0]",10
"A25120O - Business Administration /Operations Management, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate","[593174.0, 2600779.0, 2719399.0, 2780814.0, 2845199.0, 2892966.0, 2903075.0, 2959798.0, 2989333.0, 2993100.0]",10
"A10300H - A10300H (SONOGRAPHY), A1030N - Associate in General Education-Nursing","[1456308.0, 2781932.0, 2891179.0, 2918534.0, 2929509.0, 2958768.0, 2961308.0, 2963239.0, 2985865.0, 2991506.0]",10
"A25310M - Medical Office Administration/Medical Office Professional, C25310C5 - Medical Office Administration/Patient Services Rep Cert, C25310C7 - Medical Office Administration/Healthcare Doucment Spec Cert","[2580510.0, 2816852.0, 2860416.0, 2903013.0, 2934056.0, 2951528.0, 2966964.0, 2969501.0, 2979394.0]",9
"A10100 - Associate in Arts, A10300H - A10300H (RAD)","[2854827.0, 2934798.0, 2951598.0, 2960340.0, 2971540.0, 2978295.0, 2981460.0, 2999776.0, 3001007.0]",9
"A30100 - Graphic Design, C30100C1 - Graphic Design/Digital Graphic Certificate, C30100C5 - Graphic Design/Digital Illustration Certificate, C30100C6 - Graphic Design/Illustration Basics Certificate","[1038109.0, 2527640.0, 2874744.0, 2897401.0, 2939667.0, 2961751.0, 2970226.0, 2982304.0, 2989517.0]",9
"A55220G - Early Childhood Education/General Early Childhood Education, C55220C2 - Early Childhood Education/Child Care Development Certificate, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55850 - Early Childhood Administration, C55860 - Early Childhood Preschool","[595850.0, 770117.0, 1493407.0, 2542255.0, 2704081.0, 2778034.0, 2808815.0, 2975508.0, 2991148.0]",9
"C25120C10 - Business Administration /Business Foundations Certificate, C25120C15 - Business Administration /Total Quality Management Cert, C25120C23 - Business Administration/Operations Leadership Certificate","[1073609.0, 2475916.0, 2545976.0, 2578730.0, 2747326.0, 2774937.0, 2892780.0, 2923602.0, 2969432.0]",9
"A55220G - Early Childhood Education/General Early Childhood Education, C55220C3 - Early Childhood Education/Child Care Professional Certificat, C55290 - Infant/Toddler Care (Certificate), C55860 - Early Childhood Preschool","[102741.0, 593568.0, 2658415.0, 2685990.0, 2699638.0, 2836956.0, 2883930.0, 2979593.0, 2988320.0]",9
"A25310M - Medical Office Administration/Medical Office Professional, D25310 - Medical Office Administration/Admin Clinical Assist Diploma","[1608691.0, 1761307.0, 2534670.0, 2624235.0, 2842913.0, 2843355.0, 2974340.0, 2984357.0, 2999172.0]",9
"C60160C6 - Automotive Systems Technology/Maint & Light Repair I Cert, C60160C7 - Automotive Systems Technology/Maint & Light Repair II Cert","[253759.0, 2512886.0, 2525211.0, 2552481.0, 2589380.0, 2609343.0, 2899359.0, 2902879.0, 2953839.0]",9
"A10300 - Associate in General Education, A55180 - Criminal Justice Technology, C55180C10 - Criminal Justice Technology/Criminal Just Fundamentals Cert, C55180C11 - Criminal Justice Technology/Contemp Policing Studies Cert, C55180C4 - Criminal Justice Technology/Essential Law Enforcemnt Op Cert","[142684.0, 2488858.0, 2816874.0, 2822790.0, 2925941.0, 2933116.0, 2986003.0, 3010681.0]",8
"A10100 - Associate in Arts, A1010T - Teacher Preparation","[2587955.0, 2817205.0, 2929389.0, 2940543.0, 2957265.0, 2968920.0, 2980400.0, 2990310.0]",8
